filename,width,height,class,xmin,ymin,xmax,ymax
1584914231_Camera1_visible.png,1936,1216,blue,1437,712,1496,774
1584914231_Camera1_visible.png,1936,1216,blue,1603,700,1652,749
1584914231_Camera1_visible.png,1936,1216,blue,1520,679,1558,718
1584914231_Camera1_visible.png,1936,1216,blue,1356,662,1383,694
1584914231_Camera1_visible.png,1936,1216,yellow,1699,671,1720,699
1584914231_Camera1_visible.png,1936,1216,blue,1131,646,1151,673
1584914231_Camera1_visible.png,1936,1216,blue,915,633,932,657
1584914231_Camera1_visible.png,1936,1216,yellow,1388,651,1405,675
1584914231_Camera1_visible.png,1936,1216,blue,189,603,205,624
1584914231_Camera1_visible.png,1936,1216,blue,687,622,705,644
1584914231_Camera1_visible.png,1936,1216,blue,453,612,472,634
1584914231_Camera1_visible.png,1936,1216,yellow,1111,636,1128,657
1584914231_Camera1_visible.png,1936,1216,yellow,832,623,845,642
1584914231_Camera1_visible.png,1936,1216,yellow,261,601,275,619
1584914231_Camera1_visible.png,1936,1216,yellow,553,612,566,630
1584913099_Camera1_visible.png,1936,1216,blue,39,792,152,920
1584913099_Camera1_visible.png,1936,1216,yellow,1722,833,1845,958
1584913099_Camera1_visible.png,1936,1216,yellow,1412,736,1476,802
1584913099_Camera1_visible.png,1936,1216,blue,513,711,571,777
1584913099_Camera1_visible.png,1936,1216,yellow,1343,699,1381,744
1584913099_Camera1_visible.png,1936,1216,blue,713,682,750,726
1584913099_Camera1_visible.png,1936,1216,yellow,1318,681,1346,715
1584913099_Camera1_visible.png,1936,1216,blue,841,667,873,700
1584913099_Camera1_visible.png,1936,1216,blue,943,659,963,685
1584913099_Camera1_visible.png,1936,1216,yellow,1339,670,1354,697
1584913099_Camera1_visible.png,1936,1216,yellow,1358,663,1378,686
1584913099_Camera1_visible.png,1936,1216,blue,1036,653,1052,675
1584913099_Camera1_visible.png,1936,1216,yellow,1407,659,1421,678
1584913099_Camera1_visible.png,1936,1216,blue,1126,650,1141,669
1584913099_Camera1_visible.png,1936,1216,yellow,1463,656,1475,673
1584913859_Camera1_visible.png,1936,1216,blue,1142,765,1227,856
1584913859_Camera1_visible.png,1936,1216,blue,1309,730,1370,794
1584913859_Camera1_visible.png,1936,1216,blue,1172,700,1218,747
1584913859_Camera1_visible.png,1936,1216,yellow,1740,706,1779,749
1584913859_Camera1_visible.png,1936,1216,blue,961,680,993,718
1584913859_Camera1_visible.png,1936,1216,yellow,1336,680,1361,712
1584913859_Camera1_visible.png,1936,1216,blue,695,665,721,697
1584913859_Camera1_visible.png,1936,1216,blue,435,655,458,683
1584913859_Camera1_visible.png,1936,1216,blue,151,646,174,673
1584913859_Camera1_visible.png,1936,1216,yellow,988,664,1008,691
1584913859_Camera1_visible.png,1936,1216,yellow,671,653,690,676
1584913859_Camera1_visible.png,1936,1216,yellow,343,643,359,665
1584913859_Camera1_visible.png,1936,1216,yellow,1735,669,1751,688
1584913859_Camera1_visible.png,1936,1216,yellow,1490,660,1505,678
1584913095_Camera0_visible.png,1936,1216,blue,873,727,930,799
1584913095_Camera0_visible.png,1936,1216,blue,1538,697,1583,747
1584913095_Camera0_visible.png,1936,1216,blue,560,691,606,741
1584913095_Camera0_visible.png,1936,1216,blue,1180,685,1215,730
1584913095_Camera0_visible.png,1936,1216,blue,1682,681,1717,722
1584913095_Camera0_visible.png,1936,1216,yellow,482,671,515,707
1584913095_Camera0_visible.png,1936,1216,yellow,971,668,997,701
1584913095_Camera0_visible.png,1936,1216,yellow,1386,666,1409,697
1584913095_Camera0_visible.png,1936,1216,yellow,1757,664,1779,693
1584914047_Camera0_visible.png,1936,1216,yellow,1053,732,1119,805
1584914047_Camera0_visible.png,1936,1216,yellow,535,713,578,763
1584914047_Camera0_visible.png,1936,1216,yellow,126,710,159,750
1584914047_Camera0_visible.png,1936,1216,yellow,1546,641,1569,668
1584914047_Camera0_visible.png,1936,1216,blue,1716,629,1735,653
1584914047_Camera0_visible.png,1936,1216,yellow,1234,647,1253,671
1584914047_Camera0_visible.png,1936,1216,blue,1394,636,1412,657
1584914047_Camera0_visible.png,1936,1216,yellow,968,652,983,674
1584914047_Camera0_visible.png,1936,1216,yellow,724,658,739,678
1584914047_Camera0_visible.png,1936,1216,yellow,1924,636,1935,668
1584914047_Camera0_visible.png,1936,1216,blue,1121,642,1136,661
1584914047_Camera0_visible.png,1936,1216,yellow,498,663,512,682
1584914047_Camera0_visible.png,1936,1216,yellow,276,669,290,688
1584914047_Camera0_visible.png,1936,1216,blue,873,648,887,666
1584912706_Camera1_visible.png,1936,1216,yellow,1806,956,1935,1180
1584912706_Camera1_visible.png,1936,1216,blue,109,773,185,862
1584912706_Camera1_visible.png,1936,1216,yellow,1300,760,1370,845
1584912706_Camera1_visible.png,1936,1216,blue,416,718,467,772
1584912706_Camera1_visible.png,1936,1216,yellow,1630,702,1680,754
1584912706_Camera1_visible.png,1936,1216,yellow,1152,710,1197,763
1584912706_Camera1_visible.png,1936,1216,blue,549,693,581,732
1584912706_Camera1_visible.png,1936,1216,yellow,1445,682,1476,719
1584912706_Camera1_visible.png,1936,1216,yellow,1094,687,1127,724
1584912706_Camera1_visible.png,1936,1216,blue,1739,664,1766,693
1584912706_Camera1_visible.png,1936,1216,blue,622,678,648,708
1584912706_Camera1_visible.png,1936,1216,yellow,1050,673,1072,703
1584912706_Camera1_visible.png,1936,1216,yellow,1327,670,1348,699
1584912706_Camera1_visible.png,1936,1216,blue,1597,657,1617,681
1584912706_Camera1_visible.png,1936,1216,blue,666,669,685,693
1584912706_Camera1_visible.png,1936,1216,blue,1796,654,1814,678
1584912706_Camera1_visible.png,1936,1216,yellow,1251,662,1268,685
1584912706_Camera1_visible.png,1936,1216,yellow,1022,665,1039,688
1584912706_Camera1_visible.png,1936,1216,blue,691,662,707,683
1584912706_Camera1_visible.png,1936,1216,blue,1488,652,1503,672
1584912706_Camera1_visible.png,1936,1216,yellow,988,659,1004,679
1584912706_Camera1_visible.png,1936,1216,blue,1653,650,1668,670
1584912706_Camera1_visible.png,1936,1216,yellow,1197,656,1211,676
1584912706_Camera1_visible.png,1936,1216,yellow,956,654,970,672
1584912706_Camera1_visible.png,1936,1216,yellow,1154,652,1166,669
1584912706_Camera1_visible.png,1936,1216,blue,693,658,708,676
1584914167_Camera1_visible.png,1936,1216,yellow,1133,819,1253,950
1584914167_Camera1_visible.png,1936,1216,yellow,466,761,545,844
1584914167_Camera1_visible.png,1936,1216,blue,1098,704,1151,761
1584914167_Camera1_visible.png,1936,1216,blue,560,699,603,745
1584914167_Camera1_visible.png,1936,1216,blue,316,692,347,731
1584914167_Camera1_visible.png,1936,1216,blue,1017,676,1050,714
1584914167_Camera1_visible.png,1936,1216,blue,246,683,269,714
1584914167_Camera1_visible.png,1936,1216,blue,1608,652,1633,683
1584914167_Camera1_visible.png,1936,1216,blue,588,673,612,703
1584914167_Camera1_visible.png,1936,1216,blue,1902,641,1928,669
1584914167_Camera1_visible.png,1936,1216,yellow,1121,662,1141,691
1584914167_Camera1_visible.png,1936,1216,yellow,1174,659,1198,688
1584914167_Camera1_visible.png,1936,1216,yellow,963,661,986,688
1584914167_Camera1_visible.png,1936,1216,blue,238,674,253,700
1584914167_Camera1_visible.png,1936,1216,blue,505,666,525,691
1584914167_Camera1_visible.png,1936,1216,blue,1749,638,1768,662
1584914167_Camera1_visible.png,1936,1216,blue,1440,645,1461,669
1584914167_Camera1_visible.png,1936,1216,yellow,849,657,865,680
1584914167_Camera1_visible.png,1936,1216,blue,478,661,494,682
1584914167_Camera1_visible.png,1936,1216,blue,1561,637,1577,657
1584914167_Camera1_visible.png,1936,1216,yellow,1005,651,1020,672
1584914167_Camera1_visible.png,1936,1216,blue,1279,642,1296,663
1584914167_Camera1_visible.png,1936,1216,yellow,1808,630,1823,649
1584914167_Camera1_visible.png,1936,1216,yellow,774,653,789,673
1584914167_Camera1_visible.png,1936,1216,blue,461,657,477,675
1584914167_Camera1_visible.png,1936,1216,yellow,916,648,932,666
1584914167_Camera1_visible.png,1936,1216,blue,1405,636,1420,654
1584914167_Camera1_visible.png,1936,1216,yellow,1119,655,1138,679
1584914167_Camera1_visible.png,1936,1216,blue,1162,641,1175,658
1584914167_Camera1_visible.png,1936,1216,yellow,722,650,734,667
1584914167_Camera1_visible.png,1936,1216,blue,242,668,261,690
1584912842_Camera0_visible.png,1936,1216,blue,1445,883,1579,1048
1584912842_Camera0_visible.png,1936,1216,blue,1706,767,1785,849
1584912842_Camera0_visible.png,1936,1216,blue,688,727,757,799
1584912842_Camera0_visible.png,1936,1216,yellow,1657,722,1705,773
1584912842_Camera0_visible.png,1936,1216,yellow,970,697,1005,744
1584912842_Camera0_visible.png,1936,1216,yellow,543,678,579,720
1584912842_Camera0_visible.png,1936,1216,yellow,255,660,283,695
1584912842_Camera0_visible.png,1936,1216,yellow,1242,683,1272,718
1584912842_Camera0_visible.png,1936,1216,yellow,89,647,112,677
1584912842_Camera0_visible.png,1936,1216,blue,1679,685,1701,714
1584912842_Camera0_visible.png,1936,1216,blue,1401,676,1427,705
1584912842_Camera0_visible.png,1936,1216,blue,1870,686,1898,714
1584912842_Camera0_visible.png,1936,1216,yellow,840,663,864,691
1584912842_Camera0_visible.png,1936,1216,yellow,25,638,48,664
1584912842_Camera0_visible.png,1936,1216,blue,1168,666,1187,691
1584912842_Camera0_visible.png,1936,1216,yellow,64,635,85,658
1584912842_Camera0_visible.png,1936,1216,yellow,742,651,759,674
1584912842_Camera0_visible.png,1936,1216,blue,1067,658,1083,681
1584912842_Camera0_visible.png,1936,1216,yellow,290,637,305,657
1584912842_Camera0_visible.png,1936,1216,blue,1110,656,1127,676
1584912842_Camera0_visible.png,1936,1216,blue,138,629,152,648
1584912842_Camera0_visible.png,1936,1216,yellow,538,639,551,658
1584912842_Camera0_visible.png,1936,1216,blue,1250,656,1264,674
1584912842_Camera0_visible.png,1936,1216,yellow,872,647,885,666
1584913951_Camera0_visible.png,1936,1216,yellow,1791,984,1935,1215
1584913951_Camera0_visible.png,1936,1216,yellow,1211,755,1285,844
1584913951_Camera0_visible.png,1936,1216,blue,257,702,310,759
1584913951_Camera0_visible.png,1936,1216,yellow,1051,699,1090,752
1584913951_Camera0_visible.png,1936,1216,blue,294,683,333,728
1584913951_Camera0_visible.png,1936,1216,blue,147,681,185,725
1584913951_Camera0_visible.png,1936,1216,yellow,812,672,848,709
1584913951_Camera0_visible.png,1936,1216,yellow,121,666,147,699
1584914475_Camera1_visible.png,1936,1216,yellow,1604,812,1721,942
1584914475_Camera1_visible.png,1936,1216,blue,187,729,247,805
1584914475_Camera1_visible.png,1936,1216,yellow,1182,721,1246,790
1584914475_Camera1_visible.png,1936,1216,blue,343,685,384,734
1584914475_Camera1_visible.png,1936,1216,yellow,994,682,1035,727
1584914475_Camera1_visible.png,1936,1216,blue,401,667,434,704
1584914475_Camera1_visible.png,1936,1216,yellow,913,665,940,699
1584914475_Camera1_visible.png,1936,1216,blue,442,655,464,683
1584914475_Camera1_visible.png,1936,1216,yellow,848,654,867,680
1584914475_Camera1_visible.png,1936,1216,blue,459,647,477,670
1584914475_Camera1_visible.png,1936,1216,yellow,801,646,820,668
1584914475_Camera1_visible.png,1936,1216,blue,476,641,490,661
1584914475_Camera1_visible.png,1936,1216,yellow,766,640,780,659
1584914044_Camera0_visible.png,1936,1216,blue,1103,762,1185,862
1584914044_Camera0_visible.png,1936,1216,blue,1733,669,1749,688
1584912966_Camera0_visible.png,1936,1216,yellow,1253,766,1332,858
1584912966_Camera0_visible.png,1936,1216,blue,19,730,85,798
1584912966_Camera0_visible.png,1936,1216,yellow,852,708,903,762
1584912966_Camera0_visible.png,1936,1216,yellow,512,686,547,725
1584912966_Camera0_visible.png,1936,1216,yellow,198,676,227,709
1584912974_Camera1_visible.png,1936,1216,blue,210,899,377,1080
1584912974_Camera1_visible.png,1936,1216,blue,898,750,974,837
1584912974_Camera1_visible.png,1936,1216,yellow,1803,681,1852,736
1584912974_Camera1_visible.png,1936,1216,blue,1022,698,1075,753
1584912974_Camera1_visible.png,1936,1216,yellow,1576,660,1611,698
1584912974_Camera1_visible.png,1936,1216,blue,1031,675,1063,715
1584912974_Camera1_visible.png,1936,1216,blue,974,663,997,695
1584912974_Camera1_visible.png,1936,1216,yellow,1389,650,1410,679
1584912974_Camera1_visible.png,1936,1216,blue,854,659,874,687
1584912974_Camera1_visible.png,1936,1216,blue,654,661,671,685
1584912974_Camera1_visible.png,1936,1216,blue,166,672,184,695
1584912974_Camera1_visible.png,1936,1216,yellow,1142,647,1159,671
1584912974_Camera1_visible.png,1936,1216,blue,420,665,438,688
1584912974_Camera1_visible.png,1936,1216,yellow,235,665,250,684
1584912974_Camera1_visible.png,1936,1216,yellow,564,656,580,675
1584912974_Camera1_visible.png,1936,1216,yellow,856,650,872,671
1584913584_Camera0_visible.png,1936,1216,yellow,1582,739,1657,832
1584913584_Camera0_visible.png,1936,1216,blue,326,725,403,817
1584913584_Camera0_visible.png,1936,1216,yellow,1376,679,1429,735
1584913584_Camera0_visible.png,1936,1216,blue,600,671,644,726
1584913584_Camera0_visible.png,1936,1216,yellow,1755,673,1800,724
1584913584_Camera0_visible.png,1936,1216,blue,112,654,159,701
1584913584_Camera0_visible.png,1936,1216,blue,722,647,761,687
1584913584_Camera0_visible.png,1936,1216,yellow,1282,653,1321,692
1584913584_Camera0_visible.png,1936,1216,yellow,1584,650,1618,687
1584913584_Camera0_visible.png,1936,1216,blue,349,637,376,672
1584913584_Camera0_visible.png,1936,1216,blue,1907,640,1931,669
1584913584_Camera0_visible.png,1936,1216,blue,803,634,827,664
1584913584_Camera0_visible.png,1936,1216,yellow,1238,638,1262,668
1584913584_Camera0_visible.png,1936,1216,yellow,1480,637,1506,666
1584913584_Camera0_visible.png,1936,1216,yellow,114,624,138,651
1584913584_Camera0_visible.png,1936,1216,blue,497,627,517,655
1584913584_Camera0_visible.png,1936,1216,yellow,1218,628,1236,653
1584913584_Camera0_visible.png,1936,1216,blue,856,625,876,649
1584913584_Camera0_visible.png,1936,1216,blue,1727,629,1745,653
1584913584_Camera0_visible.png,1936,1216,yellow,1391,628,1414,652
1584913584_Camera0_visible.png,1936,1216,blue,604,620,621,643
1584913584_Camera0_visible.png,1936,1216,yellow,288,618,304,640
1584913584_Camera0_visible.png,1936,1216,yellow,1297,624,1315,646
1584913584_Camera0_visible.png,1936,1216,blue,1833,625,1850,646
1584913584_Camera0_visible.png,1936,1216,blue,705,617,720,637
1584913584_Camera0_visible.png,1936,1216,blue,986,618,1000,638
1584913584_Camera0_visible.png,1936,1216,blue,1429,620,1444,640
1584913584_Camera0_visible.png,1936,1216,blue,1653,620,1669,639
1584913584_Camera0_visible.png,1936,1216,yellow,1243,624,1260,646
1584913584_Camera0_visible.png,1936,1216,yellow,481,613,495,631
1584913584_Camera0_visible.png,1936,1216,blue,875,615,889,633
1584913205_Camera0_visible.png,1936,1216,yellow,1815,893,1935,1070
1584913205_Camera0_visible.png,1936,1216,blue,217,737,294,818
1584913205_Camera0_visible.png,1936,1216,yellow,1299,743,1371,820
1584913205_Camera0_visible.png,1936,1216,blue,445,693,486,744
1584913205_Camera0_visible.png,1936,1216,yellow,1145,698,1187,747
1584913205_Camera0_visible.png,1936,1216,blue,5,679,41,723
1584913205_Camera0_visible.png,1936,1216,blue,537,672,567,709
1584913205_Camera0_visible.png,1936,1216,yellow,1064,676,1091,712
1584913205_Camera0_visible.png,1936,1216,blue,210,663,239,697
1584913205_Camera0_visible.png,1936,1216,blue,586,659,610,689
1584913205_Camera0_visible.png,1936,1216,blue,346,654,368,682
1584913205_Camera0_visible.png,1936,1216,yellow,1005,663,1025,690
1584913205_Camera0_visible.png,1936,1216,blue,567,654,588,679
1584913205_Camera0_visible.png,1936,1216,blue,475,652,494,677
1584913205_Camera0_visible.png,1936,1216,yellow,865,652,881,675
1584913205_Camera0_visible.png,1936,1216,yellow,409,646,425,667
1584913204_Camera0_visible.png,1936,1216,blue,323,759,389,840
1584913204_Camera0_visible.png,1936,1216,yellow,1401,745,1471,823
1584913204_Camera0_visible.png,1936,1216,yellow,1903,1014,1935,1069
1584913204_Camera0_visible.png,1936,1216,blue,550,711,594,761
1584913204_Camera0_visible.png,1936,1216,yellow,1250,701,1289,750
1584913204_Camera0_visible.png,1936,1216,blue,87,707,126,751
1584913204_Camera0_visible.png,1936,1216,blue,656,688,687,725
1584913204_Camera0_visible.png,1936,1216,yellow,1175,680,1208,716
1584913204_Camera0_visible.png,1936,1216,blue,300,687,326,720
1584913204_Camera0_visible.png,1936,1216,blue,712,674,737,703
1584913204_Camera0_visible.png,1936,1216,yellow,1127,668,1153,696
1584913204_Camera0_visible.png,1936,1216,blue,427,674,448,701
1584913204_Camera0_visible.png,1936,1216,yellow,48,681,70,707
1584913204_Camera0_visible.png,1936,1216,blue,754,665,772,689
1584913204_Camera0_visible.png,1936,1216,yellow,1096,660,1115,683
1584913204_Camera0_visible.png,1936,1216,yellow,196,671,214,693
1584913204_Camera0_visible.png,1936,1216,blue,515,666,532,688
1584913204_Camera0_visible.png,1936,1216,blue,773,659,790,679
1584913204_Camera0_visible.png,1936,1216,yellow,1070,654,1085,674
1584913204_Camera0_visible.png,1936,1216,yellow,303,664,319,683
1584913204_Camera0_visible.png,1936,1216,blue,578,660,592,678
1584913204_Camera0_visible.png,1936,1216,blue,786,654,799,672
1584913204_Camera0_visible.png,1936,1216,yellow,1045,650,1057,667
1584913097_Camera0_visible.png,1936,1216,blue,897,731,973,820
1584913097_Camera0_visible.png,1936,1216,blue,353,692,412,756
1584913097_Camera0_visible.png,1936,1216,blue,1298,685,1345,741
1584913097_Camera0_visible.png,1936,1216,blue,627,663,670,707
1584913097_Camera0_visible.png,1936,1216,yellow,58,655,99,697
1584913097_Camera0_visible.png,1936,1216,blue,1533,664,1565,705
1584913097_Camera0_visible.png,1936,1216,blue,778,647,807,681
1584913097_Camera0_visible.png,1936,1216,blue,1707,653,1736,686
1584913097_Camera0_visible.png,1936,1216,yellow,333,642,359,674
1584913097_Camera0_visible.png,1936,1216,blue,1855,646,1879,673
1584913097_Camera0_visible.png,1936,1216,blue,885,637,908,664
1584913097_Camera0_visible.png,1936,1216,yellow,527,633,545,658
1584913097_Camera0_visible.png,1936,1216,blue,965,630,981,653
1584913097_Camera0_visible.png,1936,1216,yellow,659,627,675,648
1584913097_Camera0_visible.png,1936,1216,blue,1021,626,1036,645
1584913097_Camera0_visible.png,1936,1216,yellow,755,623,768,641
1584912703_Camera0_visible.png,1936,1216,blue,563,801,687,937
1584912703_Camera0_visible.png,1936,1216,blue,142,675,194,730
1584912703_Camera0_visible.png,1936,1216,blue,654,663,694,706
1584912703_Camera0_visible.png,1936,1216,blue,1051,660,1084,699
1584912703_Camera0_visible.png,1936,1216,blue,1448,663,1477,701
1584912703_Camera0_visible.png,1936,1216,yellow,381,647,415,681
1584912703_Camera0_visible.png,1936,1216,yellow,1819,657,1850,687
1584912703_Camera0_visible.png,1936,1216,yellow,895,646,917,675
1584912703_Camera0_visible.png,1936,1216,yellow,1355,650,1380,678
1584912703_Camera0_visible.png,1936,1216,yellow,1685,648,1708,673
1584912703_Camera0_visible.png,1936,1216,yellow,1321,641,1341,664
1584912703_Camera0_visible.png,1936,1216,yellow,1000,634,1016,656
1584912703_Camera0_visible.png,1936,1216,yellow,710,629,725,650
1584912703_Camera0_visible.png,1936,1216,blue,1678,641,1691,662
1584912703_Camera0_visible.png,1936,1216,yellow,443,623,458,643
1584912703_Camera0_visible.png,1936,1216,yellow,211,619,227,638
1584912703_Camera0_visible.png,1936,1216,blue,1373,635,1384,655
1584912703_Camera0_visible.png,1936,1216,blue,1086,630,1100,649
1584912703_Camera0_visible.png,1936,1216,blue,831,625,844,644
1584912703_Camera0_visible.png,1936,1216,blue,591,621,604,638
1584914043_Camera0_visible.png,1936,1216,blue,681,767,779,871
1584914043_Camera0_visible.png,1936,1216,blue,1788,717,1849,784
1584914043_Camera0_visible.png,1936,1216,blue,173,643,193,668
1584914043_Camera0_visible.png,1936,1216,blue,464,641,482,664
1584914043_Camera0_visible.png,1936,1216,yellow,71,638,87,659
1584914043_Camera0_visible.png,1936,1216,blue,752,641,767,662
1584914043_Camera0_visible.png,1936,1216,blue,1040,641,1055,662
1584914043_Camera0_visible.png,1936,1216,blue,1324,641,1344,661
1584914043_Camera0_visible.png,1936,1216,yellow,413,637,428,656
1584914043_Camera0_visible.png,1936,1216,blue,1587,640,1602,659
1584914043_Camera0_visible.png,1936,1216,yellow,712,636,725,654
1584914043_Camera0_visible.png,1936,1216,yellow,977,636,991,654
1584914043_Camera0_visible.png,1936,1216,yellow,1216,637,1230,654
1584913765_Camera0_visible.png,1936,1216,yellow,1429,832,1558,980
1584913765_Camera0_visible.png,1936,1216,blue,103,722,173,798
1584913765_Camera0_visible.png,1936,1216,yellow,1139,715,1190,785
1584913765_Camera0_visible.png,1936,1216,blue,195,692,251,748
1584913765_Camera0_visible.png,1936,1216,blue,28,689,77,743
1584913765_Camera0_visible.png,1936,1216,yellow,841,674,884,718
1584913765_Camera0_visible.png,1936,1216,yellow,42,668,75,707
1584914472_Camera1_visible.png,1936,1216,blue,0,825,75,997
1584914472_Camera1_visible.png,1936,1216,blue,345,691,425,772
1584914472_Camera1_visible.png,1936,1216,yellow,1410,683,1480,758
1584914472_Camera1_visible.png,1936,1216,blue,476,647,517,700
1584914472_Camera1_visible.png,1936,1216,yellow,1185,644,1228,693
1584914472_Camera1_visible.png,1936,1216,blue,534,623,565,661
1584914472_Camera1_visible.png,1936,1216,yellow,1051,621,1081,657
1584914472_Camera1_visible.png,1936,1216,blue,557,611,585,641
1584914472_Camera1_visible.png,1936,1216,yellow,977,610,1000,638
1584914472_Camera1_visible.png,1936,1216,blue,577,603,594,627
1584914472_Camera1_visible.png,1936,1216,yellow,921,602,941,625
1584914472_Camera1_visible.png,1936,1216,yellow,879,596,893,616
1584914472_Camera1_visible.png,1936,1216,yellow,846,592,859,609
1584912841_Camera0_visible.png,1936,1216,yellow,1818,791,1935,912
1584912841_Camera0_visible.png,1936,1216,blue,575,731,657,816
1584912841_Camera0_visible.png,1936,1216,blue,255,698,305,761
1584912841_Camera0_visible.png,1936,1216,blue,1780,667,1822,709
1584912841_Camera0_visible.png,1936,1216,yellow,159,663,193,703
1584912841_Camera0_visible.png,1936,1216,blue,735,663,766,704
1584912841_Camera0_visible.png,1936,1216,yellow,306,649,332,680
1584912841_Camera0_visible.png,1936,1216,blue,1352,651,1377,682
1584912841_Camera0_visible.png,1936,1216,blue,757,648,776,679
1584912841_Camera0_visible.png,1936,1216,yellow,1717,648,1746,677
1584912841_Camera0_visible.png,1936,1216,blue,1174,640,1196,666
1584912841_Camera0_visible.png,1936,1216,blue,770,639,788,664
1584912841_Camera0_visible.png,1936,1216,yellow,397,639,415,664
1584912841_Camera0_visible.png,1936,1216,yellow,1514,640,1537,664
1584912841_Camera0_visible.png,1936,1216,yellow,457,633,474,654
1584912841_Camera0_visible.png,1936,1216,blue,1096,633,1111,654
1584912841_Camera0_visible.png,1936,1216,yellow,1400,634,1415,654
1584912841_Camera0_visible.png,1936,1216,yellow,504,628,517,646
1584912841_Camera0_visible.png,1936,1216,blue,1086,628,1099,646
1584912841_Camera0_visible.png,1936,1216,yellow,1352,629,1365,647
1584912841_Camera0_visible.png,1936,1216,blue,770,632,785,653
1584913863_Camera0_visible.png,1936,1216,yellow,1105,770,1199,873
1584913863_Camera0_visible.png,1936,1216,yellow,474,711,534,773
1584913863_Camera0_visible.png,1936,1216,yellow,69,689,112,736
1584913863_Camera0_visible.png,1936,1216,yellow,1807,642,1832,666
1584913863_Camera0_visible.png,1936,1216,yellow,1578,638,1593,658
1584913863_Camera0_visible.png,1936,1216,blue,1790,634,1805,653
1584913863_Camera0_visible.png,1936,1216,yellow,1385,635,1398,653
1584914046_Camera1_visible.png,1936,1216,yellow,1487,779,1572,887
1584914046_Camera1_visible.png,1936,1216,yellow,706,695,761,756
1584914046_Camera1_visible.png,1936,1216,yellow,152,664,195,710
1584914046_Camera1_visible.png,1936,1216,yellow,1650,655,1677,684
1584914046_Camera1_visible.png,1936,1216,yellow,1295,645,1314,671
1584914046_Camera1_visible.png,1936,1216,blue,1766,649,1786,674
1584914046_Camera1_visible.png,1936,1216,yellow,985,638,1003,661
1584914046_Camera1_visible.png,1936,1216,blue,1412,640,1428,663
1584914046_Camera1_visible.png,1936,1216,yellow,700,631,716,654
1584914046_Camera1_visible.png,1936,1216,yellow,154,621,171,642
1584914046_Camera1_visible.png,1936,1216,yellow,427,626,443,647
1584914046_Camera1_visible.png,1936,1216,blue,1104,633,1120,654
1584914046_Camera1_visible.png,1936,1216,blue,823,627,837,647
1584914046_Camera1_visible.png,1936,1216,blue,556,622,570,641
1584914046_Camera1_visible.png,1936,1216,blue,291,618,305,636
1584913857_Camera0_visible.png,1936,1216,blue,363,834,503,985
1584913857_Camera0_visible.png,1936,1216,blue,1748,750,1822,829
1584913857_Camera0_visible.png,1936,1216,blue,241,647,260,672
1584913857_Camera0_visible.png,1936,1216,blue,558,648,581,671
